Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"People Watching","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403268","3ZZyUf7WkhfN1JkQZZ00fI"
"the light is coming (feat. Nicki Minaj)","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808542","0sdbFOyfgAhAhWq8DpzkaW"
"Popular","Ariana Grande","Wicked: The Soundtrack","My playlist :)","Playlist","USUG12407080","3i8fIJNV0yuC4kXT3SkVBZ"
"The Wizard And I","Cynthia Erivo","Wicked: The Soundtrack","My playlist :)","Playlist","USUG12407076","4mxj6SQ7BxfQ90CBTbxcwH"
"Fuck Tha Police","N.W.A.","Straight Outta Compton","My playlist :)","Playlist","USPO10000873","5n8Aro6j1bEGIy7Tpo7FV7"
"Straight Outta Compton","N.W.A.","Straight Outta Compton","My playlist :)","Playlist","USPO10000872","6KIKRz9eSTXdNsGUnomdtW"
"Boyz-N-The-Hood","Eazy-E","N.W.A. And The Posse","My playlist :)","Playlist","USPO18700101","5RGXoZt1qxmAErdhbyKJKq"
"Sailor Song","Gigi Perez","Sailor Song","My playlist :)","Playlist","USHM92438095","2262bWmqomIaJXwCRHr13j"
"Felt Good About You","Gracie Abrams","The Secret of Us","My playlist :)","Playlist","USUG12401763","7vLN0buLFK3BPnnx0yVVPV"
"Risk","Gracie Abrams","The Secret of Us","My playlist :)","Playlist","USUG12401764","0gZGUAO42F1HmzZWHNPGAu"
"Blowing Smoke","Gracie Abrams","The Secret of Us","My playlist :)","Playlist","USUG12401765","7Eg4LsQTM6QOqeCS8EihZI"
"Same Ol’ Mistakes","Rihanna","ANTI (Deluxe)","My playlist :)","Playlist","QM5FT1600108","6RtzmszGXs32TRhv5zTKNM"
"us. (feat. Taylor Swift)","Gracie Abrams","The Secret of Us","My playlist :)","Playlist","USUG12401767","0hhzNPE68LWLfgZwdpxVdR"
"Flashing Lights","Kanye West","Graduation","My playlist :)","Playlist","USUM70749095","5TRPicyLGbAF2LGBFbHGvO"
"Take Care","Drake","Take Care (Deluxe)","My playlist :)","Playlist","USCM51100547","124NFj84ppZ5pAxTuVQYCQ"
"Show Me The Money","Petey Pablo","Step Up Soundtrack","My playlist :)","Playlist","USJI10600294","6lob8yGQuretKACtogsaQL"
"Stay","Rihanna","Unapologetic (Deluxe)","My playlist :)","Playlist","USUM71214754","1dEy9Pl81QopSxNsPxXQxv"
"Lost Without You","Freya Ridings","Freya Ridings","My playlist :)","Playlist","UK8E21701401","3cWI6Hj9LQ0MfMuhw9uSMc"
"Sax","Fleur East","Sax","My playlist :)","Playlist","GBHMU1500146","20dJUFrfY0TBZ7HHhJgjsg"
"Salute","Little Mix","Salute (The Deluxe Edition)","My playlist :)","Playlist","GBHMU1300290","2E0fhpXbNfksy2mdjm57bf"
"What Is This Feeling?","Ariana Grande","Wicked: The Soundtrack","My playlist :)","Playlist","USUG12407077","7eGuPhpdS8sBjPJNuAShUX"
"Dancing Through Life","Jonathan Bailey","Wicked: The Soundtrack","My playlist :)","Playlist","USUG12407079","6qo8v2y2MHUSPLs7VBc6cG"
"That’s So True","Gracie Abrams","The Secret of Us (Deluxe)","My playlist :)","Playlist","USUG12406903","7ne4VBA60CxGM75vw0EYad"
"The Thrill Is Gone.","RAYE","My 21st Century Blues","My playlist :)","Playlist","QMDA62226607","5eVG50IlyjSevPsWnSI76r"
"Handsome","Stormzy","Heavy Is The Head","My playlist :)","Playlist","GBAHS1901407","766N0mjf1KzAAYsA1eAJaN"
"The Weekend","Stormzy","The Weekend","My playlist :)","Playlist","GBUM72305950","1r16zpUZ2nH44uOXlBGrbm"
"James Bond Theme (From Dr. No)","John Barry Orchestra","Dr. No (original Motion Picture Soundtrack)","My playlist :)","Playlist","USXTN1080299","0bwsyQC5yRJB3IUK2cGQ6b"
"Burning House","The Lottery Winners","Anxiety Replacement Therapy","My playlist :)","Playlist","UKWX82100600","7yTInyWtsFdIc4S2GnsOOi"
"Christmas Eve / Sarajevo 12/24 - Instrumental","Trans-Siberian Orchestra","Christmas Eve and Other Stories","My playlist :)","Playlist","USAT20101381","3sBnSBnzpEYKpJYGsAIbup"
"About You","The 1975","Being Funny In A Foreign Language","My playlist :)","Playlist","GBK3W2202321","1fDFHXcykq4iw8Gg7s5hG9"
"Wild Long Lie","Sam Fender","Wild Long Lie","My playlist :)","Playlist","GBUM72403261","1SCWdCsPcC5UWJ0jGpWjFm"
"Me and The Dog","Sam Fender","Wild Long Lie","My playlist :)","Playlist","GBUM72406661","5kQrDtjNb2c3l9SfvNOXzq"
"People Watching","Sam Fender","Wild Long Lie","My playlist :)","Playlist","GBUM72403268","3U3WmUCGFjxXsV3aHqwQr8"
"Keep Moving","Jungle","Loving In Stereo","My playlist :)","Playlist","GBKPL2144811","4rf0IVQDFjr27T4sgah5Pf"
"The Dying Light","Sam Fender","Seventeen Going Under (Deluxe)","My playlist :)","Playlist","GBUM72103045","0Ecl06jrr4EG4xOltXDuth"
"Training Season (Live from the Royal Albert Hall)","Dua Lipa","Dua Lipa - Live from the Royal Albert Hall","My playlist :)","Playlist","GBAHT2400726","4jiOgEp2ZPjzoUF5DxaOjG"
"family ties (with Kendrick Lamar)","Baby Keem","The Melodic Blue","My playlist :)","Playlist","USSM12105949","3QFInJAm9eyaho5vBzxInN"
"tv off (feat. lefty gunplay)","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408493","0aB0v4027ukVziUGwVGYpG"
"PRIDE.","Kendrick Lamar","DAMN.","My playlist :)","Playlist","USUM71703084","6IZvVAP7VPPnsGX6bvgkqg"
"FEEL.","Kendrick Lamar","DAMN.","My playlist :)","Playlist","USUM71703082","2LTlO3NuNVN70lp2ZbVswF"
"Best Part (feat. H.E.R.)","Daniel Caesar","Freudian","My playlist :)","Playlist","CADDS1700022","1RMJOxR6GRPsBHL8qeC2ux"
"Walt Disney Pictures - Cover Version","Cinescore","The Film Studio Fanfare Collection","My playlist :)","Playlist","CB2CY0940503","4WNU8rNjMnp3NbrUF80aqT"
"Your Girlfriend","Blossoms","Foolish Loving Spaces (Deluxe Edition)","My playlist :)","Playlist","GBUM71902486","3tzU46wNOVaFiYRNtNYY66"
"Earth Song","Michael Jackson","HIStory - PAST, PRESENT AND FUTURE - BOOK I","My playlist :)","Playlist","USSM19500010","4GCGH6TJ69neckwITeBFXK"
"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor","Title (Deluxe)","My playlist :)","Playlist","USSM11408374","2YlZnw2ikdb837oKMKjBkW"
"Don't Lose Ur Head","SIX","Six: The Musical (Studio Cast Recording)","My playlist :)","Playlist","GBKPL1821972","6sUQqRmOcRyAG5M3EWXzr3"
"Heart of Stone","SIX","Six: The Musical (Studio Cast Recording)","My playlist :)","Playlist","GBKPL1821971","3akeuMy9bqJbqDlfYevbwN"
"Get Down","SIX","Six: The Musical (Studio Cast Recording)","My playlist :)","Playlist","GBKPL1821968","198ZUXC5jCr5DiQNlKBiNV"
"All You Wanna Do","SIX","Six: The Musical (Studio Cast Recording)","My playlist :)","Playlist","GBKPL1821969","1U0hiOuodfSsxdcTYXGEdT"
"I Don't Need Your Love","SIX","Six: The Musical (Studio Cast Recording)","My playlist :)","Playlist","GBKPL1821970","34TY5bMvFrfPlZ7jqeGxi4"
"Six","SIX","Six: The Musical (Studio Cast Recording)","My playlist :)","Playlist","GBKPL1816771","3jnntYfllN05QxplcXtpaS"
"Miserable Man","David Kushner","Footprints I Found","My playlist :)","Playlist","QZD5H2000385","5iu3rl4feYeRgR1DW0ydNU"
"Never Ending","Rihanna","ANTI (Deluxe)","My playlist :)","Playlist","QM5FT1600109","7Jd5LgnSRQElW6FsTWVPzE"
"Higher","Rihanna","ANTI (Deluxe)","My playlist :)","Playlist","QM5FT1600121","1KnJwhZU3DIBe54Q4HPpIl"
"Goodnight Gotham","Rihanna","ANTI (Deluxe)","My playlist :)","Playlist","QM5FT1600122","5LJz7kmFhLqB53tmVWxig5"
"Yeah, I Said It","Rihanna","ANTI (Deluxe)","My playlist :)","Playlist","QM5FT1600119","7eDYNlBwRMeFOZHOZ95dZ1"
"James Joint","Rihanna","ANTI (Deluxe)","My playlist :)","Playlist","QM5FT1600114","6K4Co1NQyOnoFEJMkZHkln"
"Thinkin Bout You","Frank Ocean","channel ORANGE","My playlist :)","Playlist","USUM71202995","7DfFc7a6Rwfi3YQMRbDMau"
"Timeless (feat. Playboi Carti)","The Weeknd","Timeless","My playlist :)","Playlist","USUG12406536","1Es7AUAhQvapIcoh3qMKDL"
"505","Arctic Monkeys","Favourite Worst Nightmare (Standard Version)","My playlist :)","Playlist","GBCEL0700074","58ge6dfP91o9oXMzq3XkIS"
"untitled 02 | 06.23.2014.","Kendrick Lamar","untitled unmastered.","My playlist :)","Playlist","USUM71601674","3I0FBDc1c1BLNtXWKVjmFg"
"BMF","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403826","3U3hFkMr0Q90pD24EkE3Pr"
"Wait for It","Leslie Odom Jr.","Hamilton (Original Broadway Cast Recording)","My playlist :)","Playlist","USAT21502608","7EqpEBPOohgk7NnKvBGFWo"
"If You're Over Me","Olly Alexander (Years & Years)","Palo Santo (Deluxe)","My playlist :)","Playlist","GBUM71801455","0p3rzYD9XEIyBBx1QTwg4z"
"If You're Over Me - Acoustic","Olly Alexander (Years & Years)","If You're Over Me (Acoustic)","My playlist :)","Playlist","GBUM71802410","1oswV3ElkS1NYNsgeXTs9p"
"People Are Strange","The Doors","Strange Days","My playlist :)","Playlist","USEE19900740","1Jmqubf9kGkWeYQXQKImL5"
"Healing Incantation - From ""Tangled""/Soundtrack Version","Mandy Moore","Tangled","My playlist :)","Playlist","USWD11054901","75VVIB2x1h6BfxD2PqOO57"
"California King Bed","Rihanna","Loud","My playlist :)","Playlist","USUM71026619","1NpDnkQO0yWxTtntrC0UNz"
"Do I Wanna Know? - Live At the BBC","Hozier","Hozier (Special Edition)","My playlist :)","Playlist","IEACJ1500152","3Tgv4rvWBVwnbmUTlJwzk0"
"Elaine","ABBA","Super Trouper","My playlist :)","Playlist","SEAYD8001110","3f7RrcuDNwPnUUm8lU0z8p"
"Put On Your White Sombrero","ABBA","Super Trouper","My playlist :)","Playlist","SEAYD9413010","0gkax94ZwlPz1XbtCVg4Vd"
"Most Girls","Hailee Steinfeld","Most Girls","My playlist :)","Playlist","USUM71703935","10GJQkjRJcZhGTLagFOC62"
"Night Shift","Lucy Dacus","Historian","My playlist :)","Playlist","USMTD1810669","1yYlpGuBiRRf33e1gY61bN"
"United In Grief","Kendrick Lamar","Mr. Morale & The Big Steppers","My playlist :)","Playlist","USUM72208961","5Gt9bxniM1SxN61yRzRhXL"
"All That Jazz","Chicago Ensemble (1997)","Chicago The Musical (New Broadway Cast Recording (1997))","My playlist :)","Playlist","USBC19607526","3nAuX0TA8yhqsPDHO8ybFe"
"Messy","Lola Young","This Wasn't Meant For You Anyway","My playlist :)","Playlist","GBUM72401610","35ISBknsCeZQtq66xABI9g"
"Me Gustas Tu","Manu Chao","Próxima Estación: Esperanza","My playlist :)","Playlist","FR84R0000004","6b37xrsNCWYIUphFBazqD6"
"Arm's Length","Sam Fender","Arm's Length","My playlist :)","Playlist","GBUM72403254","5rrwj9g1c4kwnPSnsXP7g3"
"Sports car","Tate McRae","Sports car","My playlist :)","Playlist","USRC12403580","2zOmS55knKWSgScYPTNmGQ"
"Freak The Freak Out (feat. Victoria Justice)","Victorious Cast","Victorious: Music From The Hit TV Show (feat. Victoria Justice)","My playlist :)","Playlist","USSM11004546","5q4uMmYpzS0zduoBoSPKsU"
"Best Friend's Brother (feat. Victoria Justice)","Victorious Cast","Victorious: Music From The Hit TV Show (feat. Victoria Justice)","My playlist :)","Playlist","USSM11101542","0VRh0HgB1RsgqjH7YswsJK"
"Hands To Myself","Selena Gomez","Revival (Deluxe)","My playlist :)","Playlist","USUM71513592","3CJvmtWw2bJsudbAC5uCQk"
"30 For 30 (with Kendrick Lamar)","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403853","3aSWXU6owkZeVhh94XxEWO"
"Like Him (feat. Lola Young)","Tyler, The Creator","CHROMAKOPIA","My playlist :)","Playlist","USQX92405794","6jbYpRPTEFl1HFKHk1IC0m"
"End of Time","Beyoncé","4","My playlist :)","Playlist","USSM11102910","3FPUFltTjg6ClUL2wr9ux6"
"Runnin' (Lose It All)","Naughty Boy","Runnin' (Lose It All)","My playlist :)","Playlist","GBUM71505940","5yZvaUVyuXfSVUaMumFi6l"
"A Change Is Gonna Come","Sam Cooke","Ain't That Good News","My playlist :)","Playlist","USA171520017","0D0NwBMfJPoh1sZ61p5Fot"
"DENIAL IS A RIVER","Doechii","Alligator Bites Never Heal","My playlist :)","Playlist","USUG12405664","1eTaznNW4Xxtx9za2SMTXB"
"come out and play","Billie Eilish","come out and play","My playlist :)","Playlist","USUM71818958","7wC5eZcFS1Q1BsQ35DU6H4"
"Let Me Love You","Ariana Grande","Dangerous Woman","My playlist :)","Playlist","USUM71601828","59NC8SuXPiSaiYL69XQ4dt"
"bitches broken hearts","Billie Eilish","bitches broken hearts","My playlist :)","Playlist","USUM71803745","5t3Vk8bRKylx4fjj7qlbib"
"Leave It All To Shine (feat. Victoria Justice)","iCarly & Victorious Casts","Victorious: Music From The Hit TV Show (feat. Victoria Justice)","My playlist :)","Playlist","USSM11101548","6nmuXal0nsHT8T4y9MXHjC"
"peekaboo (feat. azchike)","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408501","2Uts1QFB4u2YNIMiqcb4de"
"luther (with sza)","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408496","45J4avUb9Ni0bnETYaYFVJ"
"Habits (Stay High)","Tove Lo","Queen Of The Clouds","My playlist :)","Playlist","SE3NM1300101","14OxJlLdcHNpgsm4DRwDOB"
"squabble up","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408494","0nj9Bq5sHDiTxSHunhgkFb"
"wacced out murals","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408495","5gOfC9UzZQzTyShqPMrpjT"
"man at the garden","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408498","5ho7VSXSmI2KM2nDjcnLyz"
"hey now (feat. dody6)","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408497","5S8VwnB4sLi6W0lYTWYylu"
"reincarnated","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408500","0RgjEkSbeuStKfT2Pa4Zai"
"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408499","4K1Pg0FLno1ltzX3jeqT83"
"heart pt. 6","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408502","1SGvjfc85yzqKXsfKcCxn2"
"gnx (feat. hitta j3, youngthreat, peysoh)","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408505","3aZptNYC6Z1YoumeqZcDcQ"
"gloria (with sza)","Kendrick Lamar","GNX","My playlist :)","Playlist","USUG12408504","0wgOhYnqZKjOHr6bmdz0aN"
"Best Thing I Never Had","Beyoncé","4","My playlist :)","Playlist","USSM11102904","3lBRNqXjPp2j3JMTCXDTNO"
"My Favorite Part","Mac Miller","The Divine Feminine","My playlist :)","Playlist","USWB11601441","66wkCYWlXzSTQAfnsPBptt"
"Drunk in Love (feat. JAY-Z)","Beyoncé","BEYONCÉ [Platinum Edition]","My playlist :)","Playlist","USSM11307800","6jG2YzhxptolDzLHTGLt7S"
"blazed (feat. Pharrell Williams)","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808570","4mLkiFppf8Xvem6BSY34qw"
"R.E.M","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808571","1xWH8zYtDeS9mW1JJG23VZ"
"successful","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808578","5YeHLHDdQ4nKHk81XFWhCU"
"everytime","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808580","0WdR2AyLW1Drd3OUdwezM0"
"borderline (feat. Missy Elliott)","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808584","4b7mLZQWsy0rLnrMtPA9fQ"
"better off","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808586","3NbTQ8ZbHU6MSEVUFAVCJ9"
"goodnight n go","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808588","14kYOiFVPb7E7NfFbqhdln"
"pete davidson","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808591","0XOnMqLQDO89iAg7dWWwnG"
"get well soon","Ariana Grande","Sweetener","My playlist :)","Playlist","USUM71808594","7u6DMPznGbpziuEgCE0JGQ"
"Try a Little Tenderness","Otis Redding","Complete & Unbelievable: The Otis Redding Dictionary of Soul","My playlist :)","Playlist","USAT29902035","36AlMHDBFwSsD3FQOy1R81"
"No One Mourns the Wicked","Wicked Movie Cast","Wicked: The Soundtrack","My playlist :)","Playlist","USUG12407074","0br9vcQnqeqp9PKCGsrxAF"
"All About That Bass","Meghan Trainor","Title (Deluxe)","My playlist :)","Playlist","USSM11401317","5jE48hhRu8E6zBDPRSkEq7"
"Miss possessive","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403576","4Q9ExJGFgL9Jd9kmYH3nXs"
"2 hands","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403001","0B7tnohfi83RQquo2JRHrL"
"Revolving door","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403577","541sN2qNfIlllGn9nGOQoC"
"bloodonmyhands (feat. Flo Milli)","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403578","0DA8aZZvG73AijDYT00ki1"
"Dear god","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403579","2ETQsbiuGm2WLOSOr2I19A"
"Purple lace bra","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403552","2bqLj0NvdtGbPCl9PdBtP2"
"Sports car","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403580","4il87YHqSV9UqbBkXM7z7m"
"Signs","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403581","6DDEfqOoLlasIbPdzboOu4"
"I know love (feat. The Kid LAROI)","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403582","4xvEn1vhrF9JbPFWqTXsH4"
"Like I do","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403583","6jp9WjJtKF0Fgks0Y9Kkni"
"It's ok I'm ok","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12402692","3OfqwyE7RrZrtuxCRixfII"
"No I'm not in love","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403588","7a1D1K7sgFtumXN02ZdbUd"
"Means I care","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403589","63bgBHUBX1rutghlrXZrvp"
"Greenlight","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403590","56LQyaXsYWQZ2b7OPLAKEO"
"Nostalgia","Tate McRae","So Close To What","My playlist :)","Playlist","USRC12403591","1YZOcaGiN1cCwANvG3Ib9G"
"People Watching","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403268","6gBjUipB0ZxHd1BvwdJTDQ"
"Nostalgia's Lie","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403258","10MJWoKUV6AthUYR323MqB"
"Chin Up","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403266","66KZtX4hp3Y7JaqmNL5z4i"
"Wild Long Lie","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403261","5lQS3Q71OZWEA2tt7TcWai"
"Arm's Length","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403254","6ty3uMPCIEGVgGbrvHfeoU"
"Crumbling Empire","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403267","5M4BVWXiOUabQUqdY8eqJt"
"Little Bit Closer","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403255","3y6DzVmGrnOEftEgBKb3fq"
"Rein Me In","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403259","4LzDXEiPfMqzO6TqXyBrK7"
"TV Dinner","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72403270","3y8ymX67u7mdzslyl59Q4w"
"Something Heavy","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72404366","2Hba8UzMbq4yPPC65sZLIY"
"Remember My Name","Sam Fender","People Watching","My playlist :)","Playlist","GBUM72405599","5fGoghiN4LfRES0MGWagRp"
"My Boo","Brasstracks","My Boo","My playlist :)","Playlist","USUM72023056","5EkRJITdPG60ovDdCE3B3V"
"i","Kendrick Lamar","To Pimp A Butterfly","My playlist :)","Playlist","USUM71502509","3ODXRUPL44f04cCacwiCLC"
"LoveHate Thing (feat. Sam Dew)","Wale","The Gifted","My playlist :)","Playlist","USAT21301253","2FGKofI4AJN91ofBNDmWWB"
"ANXIETY (feat. Doechii)","Sleepy Hallow","Boy Meets World","My playlist :)","Playlist","USRC12202650","3FjK86616FbluOfTxNK2gY"
"Couldn’t Make It Any Harder","Sabrina Carpenter","Short n' Sweet (Deluxe)","My playlist :)","Playlist","USUM72413906","5YwBaDW36fztKNnoiHQar3"
"Born Again (feat. Doja Cat & RAYE)","LISA","Born Again (feat. Doja Cat & RAYE)","My playlist :)","Playlist","USRC12403763","4CPuDVC8jhhK6lA2DIt8Cf"
"Anxiety","Doechii","Anxiety","My playlist :)","Playlist","USUG12500650","1musbempyJAw5gfSKZHXP9"
"Who Do You Think You Are","Spice Girls","Spice","My playlist :)","Playlist","GBAAA9600216","1jI1aLmm5HTwiMtvsbwDJw"
"Starfucker","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404404","7cnJI66NSyPs5biD1Lgjco"
"What’s It Gonna Take To Break Your Heart?","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404405","0QoCMq7JXnitBZ5SFpVWRu"
"Cleats","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404406","0REms6Av7SrnzBEKXwxUoB"
"Little Window","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404408","72cwGuUy3bxv6zSIT2VfEG"
"2001","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404407","2Fq319Q8JT19QgBqpAg0le"
"Same Old Story","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404411","3WbVETD9kUFDIZIr6978SB"
"Sweet Cherries","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404412","1XThr50z65JsWaHksg7izw"
"For Cryin' Out Loud!","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404402","4nsd2DbMYqRwkvIQ51r4cp"
"Lotus Eater","FINNEAS","For Cryin' Out Loud!","My playlist :)","Playlist","USUG12404410","2E1C3NlPA0AfmiFJE4MTXT"
"Same Old Song","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578801","1iNzOvQkAeXDeVIni76Yb2"
"Asshole","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578802","6ZrwhNlrmg63J21UDdNcnH"
"Strings","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578803","1iMCxjw6iml3Q3Nv08tQeT"
"Automatic","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578804","0ZWT0SVEl7Avl38Sj4MBnZ"
"You're All I Got","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578805","06TG3FkLr4KsK7Y7rQDbSu"
"Plasticine","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578806","0uRgIlPfTIhW5JQfLiZTGs"
"Ativan","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578807","6YrZkw5VWYNTZq9Pg38cOC"
"Keys on the Table","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578808","5V8ZM00UCHgrVBCvkTrhs7"
"Better Day","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578809","1fIV3ZUlTu5KS0jOadiPs8"
"Sunflowers","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578810","17epAGpT3DlnRhUmUDgT0H"
"So Long","The Lumineers","Automatic","My playlist :)","Playlist","USDMG2578811","1gMGVIUKSxCpGCDJijQoy4"
"No More Hiding","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403823","6gofCueySlBTKWFkOntP2F"
"What Do I Do","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403824","5Wl7p7TylkA7Kec3HV0i5b"
"30 For 30 (with Kendrick Lamar)","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403853","3rXZ1j7QTXphBCavJDBZXz"
"Diamond Boy (DTM)","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403825","2kwtmk3MEM1rJ2ROBlDPJm"
"BMF","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403826","6uhsCywVYs0A9wWf0IE81N"
"Scorsese Baby Daddy","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403827","1TmxBpnOfi6Qo76EubG57l"
"Love Me 4 Me","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403828","0ubNlPTaQkfNWkFO9Q9MOt"
"Chill Baby","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403829","5MJzPVpmuQenwmnW4tvqxN"
"My Turn","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403830","0wa75FDB0wR2Y4JDe1Fw2m"
"Crybaby","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403847","0lYhn8BHyws0nEVMu7xejq"
"Kitchen","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403848","31tVhNpdfsOhZKDhNXul7k"
"Get Behind Me (Interlude)","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403854","7BidXxXMEtU3eUM2026i2p"
"Drive","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403822","2xCb1jIzhLMm8DYcAVK6UY"
"Another Life","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403849","6YDeZ8E4Sq63omeicaKbgS"
"Saturn","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12400216","63VqnjTVYJiwVoUm0OCdy6"
"Joni (feat. Don Toliver)","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403903","5Hi7mKvhNYvk4PIURtuY42"
"Take You Down","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403902","0sbjvSYXqzLiMPID9FPYjL"
"Open Arms (just SZA)","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12500026","0uQHm4CLatNbvDFHt1Ystl"
"PSA","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12403901","0IrFjSpWJzYsZ9UeZxqdgt"
"SOS","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12204583","06e2HGTj1BDaYXpoZfjZXe"
"Kill Bill","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12204584","3H4cb2lPEyy4aZpTe2fEVR"
"Seek & Destroy","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12204585","4zOPArZLwtEOmO9j8MShZn"
"Low","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12204586","0oHpC6dC6BttGjCIy6QZCQ"
"Love Language","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12204588","0GfZGTwyNN60MkT6Y8nYxR"
"Blind","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12204589","4hQZagqV8FDgv1AT7YI2UQ"
"Used (feat. Don Toliver)","SZA","SOS Deluxe: LANA","My playlist :)","Playlist","USRC12204590","0PUuSEqeck8cjsOxaz2doK"
